2026-04-26 21:25:06 | INFO     | 应用启动中...
2026-04-26 21:25:07 | INFO     | 健康检查请求
2026-04-26 21:25:54 | INFO     | 健康检查请求
2026-04-26 21:26:21 | INFO     | 健康检查请求
2026-04-26 21:26:26 | INFO     | 获取知识地图: 数学
2026-04-26 21:26:26 | INFO     | 知识地图获取成功: 0个节点, 0条边
2026-04-26 21:26:39 | INFO     | 获取知识地图: 数学
2026-04-26 21:26:39 | INFO     | 知识地图获取成功: 0个节点, 0条边
2026-04-26 21:26:53 | INFO     | 健康检查请求
2026-04-26 21:26:55 | INFO     | 获取知识地图: 数学
2026-04-26 21:26:55 | INFO     | 知识地图获取成功: 0个节点, 0条边
